BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
1,MIDTOWN WEST,22 STORE BUILDINGS,4,1267,50,,K2,6 WEST 52ND STREET,,10019,0,1,1,"5,046","10,090",1919,4,K2,0,5/23/19
1,MIDTOWN WEST,22 STORE BUILDINGS,4,1273,7,,K4,45 WEST 57TH STREET,,10019,0,13,13,"5,045","31,583",1910,4,K4,0,5/23/19
1,MIDTOWN WEST,23 LOFT BUILDINGS,4,1034,22,,L1,311-319 WEST 43RD STREET,,10036,0,40,40,"12,552","167,110",1925,4,L1,"131,250,000",12/18/18
1,MIDTOWN WEST,25 LUXURY HOTELS,4,1009,19,,H1,118 WEST 57TH STREET,,10019,0,9,9,"22,092","536,719",1939,4,H1,"389,858,000",1/23/19
1,MIDTOWN WEST,25 LUXURY HOTELS,4,1260,56,,H2,38 WEST 45TH STREET,,10036,0,1,1,"6,025","58,935",1903,4,H2,"64,030,500",8/2/19
1,MIDTOWN WEST,25 LUXURY HOTELS,4,1271,50,,H2,18 WEST 56TH STREET,,10019,0,1,1,"2,510","34,136",2014,4,H2,"12,380,000",3/13/19
1,MIDTOWN WEST,25 LUXURY HOTELS,4,1271,50,,H2,18 WEST 56TH STREET,,10019,0,1,1,"2,510","34,136",2014,4,H2,"12,380,000",3/13/19
1,MIDTOWN WEST,26 OTHER HOTELS,4,999,17,,H3,129 WEST 46TH STREET,,10036,0,2,2,"3,766","27,250",1902,4,H3,"24,000,000",7/29/19
1,MIDTOWN WEST,26 OTHER HOTELS,4,1009,37,,H3,"102 WEST 57TH STREET, TIMES",,10019,0,2,2,"7,532","112,850",2007,4,H3,0,6/27/19
1,MIDTOWN WEST,26 OTHER HOTELS,4,1009,37,,H3,"102 WEST 57TH STREET, TIMES",,10019,0,2,2,"7,532","112,850",2007,4,H3,0,3/22/19
1,MIDTOWN WEST,26 OTHER HOTELS,4,1009,37,,H3,"102 WEST 57TH STREET, TIMES",,10019,0,2,2,"7,532","112,850",2007,4,H3,100,3/6/19
1,MIDTOWN WEST,26 OTHER HOTELS,4,1009,37,,H3,102 WEST 57TH STREET,,10019,0,2,2,"7,532","112,850",2007,4,H3,"20,000",1/3/19
1,MIDTOWN WEST,26 OTHER HOTELS,4,1009,37,,H3,"102 WEST 57TH STREET, TIMES",,10019,0,2,2,"7,532","112,850",2007,4,H3,0,11/20/18
1,MIDTOWN WEST,26 OTHER HOTELS,4,1009,37,,H3,102 WEST 57TH STREET,,10019,0,2,2,"7,532","112,850",2007,4,H3,0,10/9/18
1,MIDTOWN WEST,26 OTHER HOTELS,4,1009,37,,H3,102 WEST 57TH STREET,,10019,0,2,2,"7,532","112,850",2007,4,H3,0,9/27/18
1,MIDTOWN WEST,26 OTHER HOTELS,4,1009,37,,H3,102 WEST 57TH STREET,,10019,0,2,2,"7,532","112,850",2007,4,H3,0,9/24/18
1,MIDTOWN WEST,27 FACTORIES,4,1262,27,,F5,15 WEST 46TH STREET,,10036,0,2,2,"3,406","25,857",1920,4,F5,0,12/31/18
1,MIDTOWN WEST,28 COMMERCIAL CONDOS,4,1047,2726,,R5,322 WEST 57TH   STREET,TU1,10019,,,,,"2,006",0,4,R5,0,12/7/18
1,MIDTOWN WEST,29 COMMERCIAL GARAGES,4,1038,38,,G6,310 WEST 48TH STREET,,10036,,,,"1,674",,0,4,G6,"2,285,000",4/26/19
1,MIDTOWN WEST,31 COMMERCIAL VACANT LAND,4,1000,56,,V1,156 WEST 48TH STREET,,10105,,,,"3,417",,0,4,V1,"24,275,000",1/31/19
1,MIDTOWN WEST,31 COMMERCIAL VACANT LAND,4,1012,29,,H2,560 SEVENTH AVENUE,,10018,,,,"9,876",,2018,4,V1,0,2/22/19
1,MIDTOWN WEST,31 COMMERCIAL VACANT LAND,4,1029,9023,,V1,211 WEST 57TH STREET,,10019,,,,"15,062",,0,4,V1,0,4/9/19
1,MIDTOWN WEST,31 COMMERCIAL VACANT LAND,4,1259,35,,V1,520 5 AVENUE,,10036,,,,"10,625",,0,4,V1,"205,000,000",7/1/19
1,MIDTOWN WEST,42 CONDO CULTURAL/MEDICAL/EDUCATIONAL/ETC,4,1017,1001,,RA,1535 BROADWAY,THTR,10036,,,,,0,1985,4,RA,"442,000,000",9/21/18
1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,4,1029,1011,,RB,"241 WEST 57TH STREET, YR",YR,10019,,,,,"148,406",0,4,RB,0,3/12/19
1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,4,1259,1007,,RB,"36 WEST 44TH STREET, 600A",600A,10036,,,,,"1,747",1922,4,RB,"1,820,597",4/17/19
1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,4,1259,1026,,RB,"36 WEST 44TH STREET, 304",304,10036,,,,,"1,633",1922,4,RB,"1,927,800",7/23/19
1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,4,1262,204,,RB,"62 WEST 47TH STREET, 204/6",204/6,10036,,,,,"1,023",1925,4,RB,0,1/17/19
1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,4,1262,206,,RB,62 WEST 47TH STREET,,10036,,,,,998,0,4,RB,0,12/15/18
1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,4,1262,1111,,RB,62 W 47TH STREET,1111,10036,,,,,449,1925,4,RB,0,1/1/19
1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,4,1262,1405,,RB,62 W 47TH STREET,1405,10036,,,,,284,1925,4,RB,0,1/1/19
1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,4,1262,1773,,RB,"50 WEST 47TH STREET, 18LM",18LM,10036,,,,,"4,988",2009,4,RB,"6,908,163",1/24/19
1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,4,1262,1775,,RB,"50 WEST 47TH STREET, 19A",19A,10036,,,,,"1,722",2009,4,RB,"2,100,000",3/28/19
1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,4,1262,1779,,RB,"50 WEST 47TH STREET, 19IJK",19IJ,10036,,,,,"1,513",2009,4,RB,"2,720,550",3/7/19
1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,4,1262,1818,,RB,50 WEST 47TH STREET,19K,10036,,,,,946,2009,4,RB,"1,846,800",12/20/18
1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,4,1274,1011,,RB,30 CENTRAL PARK SOUTH,3D,10019,,,,,505,1920,4,RB,0,11/9/18
1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,4,1274,1011,,RB,30 CENTRAL PARK SOUTH,3D,10019,,,,,505,1920,4,RB,0,11/9/18
1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,4,1274,1022,,RB,"30 CENTRAL PARK SOUTH, 6D",6D,10019,,,,,769,1920,4,RB,0,2/21/19
1,MIDTOWN WEST,43 CONDO OFFICE BUILDINGS,4,1274,1022,,RB,"30 CENTRAL PARK SOUTH, 6D",6D,10019,,,,,769,1920,4,RB,0,2/21/19
1,MIDTOWN WEST,44 CONDO PARKING,4,1018,1102,,RG,247 WEST 46TH STREET,C002,10036,,,,,"22,322",2006,4,RG,"10,000,000",12/19/18
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1302,,RH,"1335 AVENUE OF THE AMER, TIMES",TIMES,10019,,,,,"44,812",1963,4,RH,0,6/22/19
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1302,,RH,"1335 AVENUE OF THE AMERICAS, TIMES",TIMES,10019,,,,,"44,812",1963,4,RH,"39,950",1/23/19
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1302,,RH,"1335 AVENUE OF THE AMERICAS, TIMES",TIMES,10019,,,,,"44,812",1963,4,RH,0,1/3/19
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1302,,RH,"1335 AVENUE OF THE AMERICAS, TIMES",TIMES,10019,,,,,"44,812",1963,4,RH,0,10/14/18
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1302,,RH,"1335 AVENUE OF THE AMER, TIMES",TIMES,10019,,,,,"44,812",1963,4,RH,0,9/21/18
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1302,,RH,1335 AVENUE OF THE AMERIC,TIMES,10019,,,,,"44,812",1963,4,RH,0,9/19/18
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1302,,RH,1335 AVENUE OF THE AMERIC,TIMES,10019,,,,,"44,812",1963,4,RH,0,9/13/18
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1303,,RH,"1335 AVENUE OF THE AMERICAS, HU2",HU2,10019,,,,,"21,462",1963,4,RH,"138,332",2/6/19
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1303,,RH,"1335 AVENUE OF THE AMERICAS, HU2",HU2,10019,,,,,"21,462",1963,4,RH,"52,500",1/23/19
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1303,,RH,"1335 AVENUE OF THE AMERICAS, HU2",HU2,10019,,,,,"21,462",1963,4,RH,"37,952",1/9/19
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1303,,RH,"1335 AVENUE OF THE AMERICAS, HU2",HU2,10019,,,,,"21,462",1963,4,RH,0,11/20/18
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1303,,RH,1335 AVENUE OF THE AMERIC,HU2,10019,,,,,"21,462",1963,4,RH,0,10/15/18
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1303,,RH,1335 AVENUE OF THE AMERIC,HU2,10019,,,,,"21,462",1963,4,RH,"62,954",10/3/18
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1303,,RH,1335 AVENUE OF THE AMERIC,HU2,10019,,,,,"21,462",1963,4,RH,"38,852",10/3/18
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1304,,RH,"1335 AVENUE OF THE AMER, HU3",HU3,10019,,,,,"24,917",1963,4,RH,"7,500",4/1/19
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1304,,RH,"1335 AVENUE OF THE AMERICAS, HU3",HU3,10019,,,,,"24,917",1963,4,RH,0,2/22/19
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1304,,RH,"1335 AVENUE OF THE AMERICAS, HU3",HU3,10019,,,,,"24,917",1963,4,RH,0,12/22/18
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1304,,RH,"1335 AVENUE OF THE AMERICAS, HU3",HU3,10019,,,,,"24,917",1963,4,RH,0,11/30/18
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1304,,RH,1335 AVENUE OF THE AMERIC,HU3,10019,,,,,"24,917",1963,4,RH,0,11/1/18
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1304,,RH,1335 AVENUE OF THE AMERIC,HU3,10019,,,,,"24,917",1963,4,RH,0,10/26/18
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1304,,RH,1335 AVENUE OF THE AMERIC,HU3,10019,,,,,"24,917",1963,4,RH,0,10/11/18
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1305,,RH,"1335 AVENUE OF THE AMERICAS, HU4",HU4,10019,,,,,"11,673",1963,4,RH,0,2/19/19
1,MIDTOWN WEST,45 CONDO HOTELS,4,1006,1305,,RH,"1335 AVENUE OF THE AMERICAS, HU4",HU4,10019,,,,,"11,673",1963,4,RH,0,12/14/18
1,MIDTOWN WEST,45 CONDO HOTELS,4,1027,1101,,RH,870 7 AVENUE,HOT25,10019,,,,,"491,157",0,4,RH,"366,170,000",11/30/18
1,MIDTOWN WEST,45 CONDO HOTELS,4,1027,1138,,RH,"870 7TH AVENUE, 1901",1901,10019,,,,,474,0,4,RH,0,11/1/18
1,MIDTOWN WEST,45 CONDO HOTELS,4,1027,1357,,RH,"870 7 AVENUE, 1412",1412,10019,,,,,654,0,4,RH,0,5/28/19
1,MIDTOWN WEST,45 CONDO HOTELS,4,1274,1336,,RH,"768 FIFTH AVENUE, 1321",1321,10019,,,,,902,0,4,RH,"2,800,000",1/18/19
1,MIDTOWN WEST,45 CONDO HOTELS,4,1274,1336,,RH,"768 FIFTH AVENUE, 1321",1321,10019,,,,,902,0,4,RH,"2,800,000",1/18/19
1,MIDTOWN WEST,45 CONDO HOTELS,4,1274,1352,,RH,"768 5 AVENUE, 1341",1341,10019,,,,,580,0,4,RH,"1,104,500",1/4/19
1,MIDTOWN WEST,45 CONDO HOTELS,4,1274,1352,,RH,"768 5 AVENUE, 1341",1341,10019,,,,,580,0,4,RH,"1,104,500",1/4/19
1,MIDTOWN WEST,45 CONDO HOTELS,4,1274,1356,,RH,"768 5 AVENUE, 1427",1427,10019,,,,,698,0,4,RH,"1,400,000",3/28/19
1,MIDTOWN WEST,45 CONDO HOTELS,4,1274,1356,,RH,"768 5 AVENUE, 1427",1427,10019,,,,,698,0,4,RH,"1,400,000",3/28/19
1,MIDTOWN WEST,45 CONDO HOTELS,4,1274,1454,,RH,768 FIFTH AVENUE,P2038,10019,,,,,"1,494",0,4,RH,"2,880,000",11/19/18
1,MIDTOWN WEST,45 CONDO HOTELS,4,1274,1454,,RH,768 FIFTH AVENUE,P2038,10019,,,,,"1,494",0,4,RH,"2,880,000",11/19/18
1,MIDTOWN WEST,46 CONDO STORE BUILDINGS,4,1017,1002,,RK,1535 BROADWAY,RET,10036,,,,,"51,320",1985,4,RK,0,9/21/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1316,,RS,310 WEST 52ND STREET,SU1,10019,,,,,70,2005,4,RS,"1,500,000",12/19/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1337,,RS,"310 WEST 52ND STREET, SU22",SU22,10019,,,,,41,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1338,,RS,"310 WEST 52ND STREET, SU23",SU23,10019,,,,,53,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1355,,RS,310 WEST 52ND STREET,SU40,10019,,,,,29,2005,4,RS,0,11/14/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1363,,RS,310 WEST 52ND STREET,SU48,10019,,,,,29,2005,4,RS,0,12/18/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1374,,RS,"310 WEST 52ND STREET, SU59",SU59,10019,,,,,35,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1375,,RS,"310 WEST 52ND STREET, SU60",SU60,10019,,,,,17,2005,4,RS,"13,751",7/22/19
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1375,,RS,"310 WEST 52ND STREET, SU60",SU60,10019,,,,,17,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1378,,RS,"310 WEST 52ND STREET, SU63",SU63,10019,,,,,19,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1379,,RS,"310 WEST 52ND STREET, SU64",SU64,10019,,,,,19,2005,4,RS,"16,250",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1381,,RS,"310 WEST 52ND STREET, SU66",SU66,10019,,,,,45,2005,4,RS,"1,136,000",1/4/19
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1382,,RS,"310 WEST 52ND STREET, SU67",SU67,10019,,,,,58,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1384,,RS,"310 WEST 52ND STREET, SU69",SU69,10019,,,,,49,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1393,,RS,"310 WEST 52ND STREET, SU78",SU78,10019,,,,,45,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1395,,RS,"310 WEST 52ND STREET, SU80",SU80,10019,,,,,29,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1396,,RS,"310 WEST 52ND STREET, SU81",SU81,10019,,,,,29,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1397,,RS,"310 WEST 52ND STREET, SU82",SU82,10019,,,,,29,2005,4,RS,"17,795",8/23/19
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1397,,RS,"310 WEST 52ND STREET, SU82",SU82,10019,,,,,29,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1417,,RS,"310 WEST 52ND STREET, SU102",SU102,10019,,,,,53,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1426,,RS,"310 WEST 52ND STREET, SU111",SU111,10019,,,,,39,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1440,,RS,"310 WEST 52ND STREET, SU125",SU125,10019,,,,,33,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1441,,RS,"310 WEST 52ND STREET, SU126",SU126,10019,,,,,40,2005,4,RS,"15,000",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1442,,RS,"310 WEST 52ND STREET, SU127",SU127,10019,,,,,40,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1443,,RS,"310 WEST 52ND STREET, SU128",SU128,10019,,,,,40,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1447,,RS,"310 WEST 52ND STREET, SU132",SU132,10019,,,,,79,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1478,,RS,"310 WEST 52ND STREET, SU163",SU163,10019,,,,,37,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1479,,RS,"310 WEST 52ND STREET, SU164",SU164,10019,,,,,37,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1488,,RS,"310 WEST 52ND STREET, SU173",SU173,10019,,,,,41,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1491,,RS,"310 WEST 52ND STREET, SU176",SU176,10019,,,,,35,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1498,,RS,"310 WEST 52ND STREET, SU183",SU183,10019,,,,,38,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1501,,RS,"310 WEST 52ND STREET, SU186",SU186,10019,,,,,38,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1506,,RS,"310 WEST 52ND STREET, SU191",SU191,10019,,,,,45,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1517,,RS,"310 WEST 52ND STREET, SU202",SU202,10019,,,,,45,2005,4,RS,0,1/3/19
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1518,,RS,"310 WEST 52ND STREET, SU203",SU203,10019,,,,,45,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1519,,RS,"310 WEST 52ND STREET, SU204",SU204,10019,,,,,84,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1521,,RS,"310 WEST 52ND STREET, SU206",SU206,10019,,,,,37,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1522,,RS,"310 WEST 52ND STREET, SU207",SU207,10019,,,,,37,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1042,1523,,RS,"310 WEST 52ND STREET, SU208",SU208,10019,,,,,37,2005,4,RS,"462,218",12/28/18
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1047,2638,,RS,"322 WEST 57TH STREET, 32W",32W,10019,,,,,21,1978,4,RS,"2,250,000",8/26/19
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1047,2665,,RS,"322 WEST 57TH STREET, 42ZZ",42ZZ,10019,,,,,28,1978,4,RS,0,4/26/19
1,MIDTOWN WEST,47 CONDO NON-BUSINESS STORAGE,4,1047,2743,,RS,"322 WEST 57TH STREET, 21AA",21AA,10019,,,,,74,1978,4,RS,"210,000",7/9/19
1,MORNINGSIDE HEIGHTS,07 RENTALS - WALKUP APARTMENTS,2,1993,76,,C7,3143 BROADWAY,,10027,22,2,24,"4,500","18,288",1905,2,C7,0,10/31/18
1,MORNINGSIDE HEIGHTS,07 RENTALS - WALKUP APARTMENTS,2,1993,79,,C7,3147 BROADWAY,,10027,22,1,23,"4,167","16,428",1905,2,C7,0,10/31/18
1,MORNINGSIDE HEIGHTS,07 RENTALS - WALKUP APARTMENTS,2,1993,81,,C7,3149 BROADWAY,,10027,21,1,22,"4,158","16,752",1905,2,C7,0,10/31/18
1,MORNINGSIDE HEIGHTS,08 RENTALS - ELEVATOR APARTMENTS,2,1962,19,,D9,"88 MORNINGSIDE DRIVE, 6D",,10027,285,3,288,"17,661","189,905",1925,2,D9,"690,000",6/26/19
1,MORNINGSIDE HEIGHTS,08 RENTALS - ELEVATOR APARTMENTS,2,1976,1,,D7,3060 BROADWAY,,10027,36,5,41,"9,983","48,060",1913,2,D7,"47,207,500",6/28/19
1,MORNINGSIDE HEIGHTS,09 COOPS - WALKUP APARTMENTS,2,1963,34,,C6,"431 WEST 121 STREET, 5B",,10027,,,,,,1920,2,C6,"150,000",1/31/19
1,MORNINGSIDE HEIGHTS,09 COOPS - WALKUP APARTMENTS,2,1977,29,,C6,"501 WEST 122ND STREET, A5",,10027,,,,,,1901,2,C6,"687,000",11/2/18
1,MORNINGSIDE HEIGHTS,09 COOPS - WALKUP APARTMENTS,2,1977,31,,C6,"1264 AMSTERDAM AVENUE, 5A",,10027,,,,,,1901,2,C6,"550,000",7/26/19
1,MORNINGSIDE HEIGHTS,09 COOPS - WALKUP APARTMENTS,2,1993,43,,C6,"170 CLAREMONT AVENUE, 23",,10027,,,,,,1926,2,C6,"540,000",5/28/19
1,MORNINGSIDE HEIGHTS,09 COOPS - WALKUP APARTMENTS,2,1993,94,,C6,"40 TIEMANN PLACE, 3A",,10027,,,,,,1920,2,C6,"490,000",4/30/19
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1963,25,,D4,"414 WEST 121ST STREET, 36",,10027,,,,,,1912,2,D4,"635,000",4/11/19
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1963,55,,D4,"114 MORNINGSIDE DRIVE, 25",,10027,,,,,,1910,2,D4,"610,000",12/14/18
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1963,55,,D4,"114 MORNINGSIDE DRIVE, 2",,10027,,,,,,1910,2,D4,0,10/31/18
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1963,55,,D4,"114 MORNINGSIDE DRIVE, 63",,10027,,,,,,1910,2,D4,"813,750",10/5/18
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1977,23,,D4,"509 WEST 122 ST, 19",,10027,,,,,,1907,2,D4,"435,000",4/18/19
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1977,23,,D4,"509 WEST 122ND STREET, 20",,10027,,,,,,1907,2,D4,"725,000",1/25/19
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1977,23,,D4,"509 WEST 122ND STREET, 13",,10027,,,,,,1907,2,D4,"740,000",9/20/18
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1977,37,,D4,"510 WEST 123RD STREET, 5",,10027,,,,,,1926,2,D4,"575,000",10/23/18
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1978,1,,D4,"80 LA SALLE STREET, 5B",,10027,,,,,,1956,2,D4,"541,250",8/14/19
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1978,1,,D4,"549 WEST 123RD STREET, 21F",,10027,,,,,,1956,2,D4,"1,225,000",8/13/19
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1978,1,,D4,"100 LASALLE STREET, 19G",,10027,,,,,,1956,2,D4,"865,000",8/9/19
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1978,1,,D4,"80 LA SALLE STREET, 17E",,10027,,,,,,1956,2,D4,"332,500",7/24/19
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1978,1,,D4,"70 LA SALLE STREET, 18D",,10027,,,,,,1956,2,D4,"800,000",7/2/19
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1978,1,,D4,"80 LASALLE STREET, 12G",,10027,,,,,,1956,2,D4,"720,000",6/27/19
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1978,1,,D4,"549 WEST 123RD STREET, 3C",,10027,,,,,,1956,2,D4,"687,000",6/26/19
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1978,1,,D4,"80 LA SALLE STREET, 15D",,10027,,,,,,1956,2,D4,"772,500",6/15/19
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1978,1,,D4,"90 LASALLE STREET, 19G",,10027,,,,,,1956,2,D4,0,5/9/19
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1978,1,,D4,"100 LA SALLE STREET, 14F",,10027,,,,,,1956,2,D4,"980,000",3/29/19
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1978,1,,D4,"100 LA SALLE STREET, 3B",,10027,,,,,,1956,2,D4,"675,000",3/7/19
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1978,1,,D4,"501 WEST 123RD STREET, 21G",,10027,,,,,,1956,2,D4,"786,000",3/7/19
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1978,1,,D4,"100 LASALLE STREET, 15F",,10027,,,,,,1956,2,D4,"1,100,000",2/6/19
1,MORNINGSIDE HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1978,1,,D4,"80 LASALLE STREET, 10A",,10027,,,,,,1956,2,D4,"579,000",1/29/19
